player_id,player_name,bat_style,bowl_style,field_pos,player_full_name,lookup_name,lookup_full_name
3011,JP Behrendorff,Right hand Bat,Left arm Fast medium, ,Jason Paul Behrendorff,jp behrendorff,jason paul behrendorff
27,AT Rayudu,Right hand Bat,Right arm Offbreak,Occasional Wicketkeeper,Ambati Thirupathi Rayudu,at rayudu,ambati thirupathi rayudu
1437,AD Russell,Right hand Bat,Right arm Fast, ,Andre Dwayne Russell,ad russell,andre dwayne russell
34601,V Pratap Singh,Right hand Bat,Right arm Medium, ,Veer Pratap Singh,v pratap singh,veer pratap singh
1856,LE Plunkett,Right hand Bat,Right arm Fast, ,Liam Edward Plunkett,le plunkett,liam edward plunkett
13563,RE van der Merwe,Right hand Bat,Slow Left arm Orthodox, ,Roelof Erasmus van der Merwe,re van der merwe,roelof erasmus van der merwe
58,RV Uthappa,Right hand Bat,Right arm Medium,Occasional Wicketkeeper,Robin Venu Uthappa,rv uthappa,robin venu uthappa
293,V Shankar,Right hand Bat,Right arm Medium, ,Vijay Shankar,v shankar,vijay shankar
37595,NJ Maddinson,Left hand Bat,Slow Left arm Orthodox, ,Nicolas James Maddinson,nj maddinson,nicolas james maddinson
11934,CL White,Right hand Bat,Legbreak Googly, ,Cameron Leon White,cl white,cameron leon white
11969,M Rawat,Right hand Bat, ,Wicketkeeper,Mahesh Rawat,m rawat,mahesh rawat
9181,Gurnoor Brar,Left hand Bat,Right arm Fast, ,Gurnoor Brar,gurnoor brar,gurnoor brar
46,BB McCullum,Right hand Bat,"Right arm Medium, Right arm Offbreak",Wicketkeeper,Brendon Barrie McCullum,bb mccullum,brendon barrie mccullum
13863,M Morkel,Left hand Bat,Right arm Fast, ,Morne Morkel,m morkel,morne morkel
7902,KS Sharma,Right hand Bat,Right arm Offbreak, ,Karan Sunny Sharma,ks sharma,karan sunny sharma
16648,P Parameswaran,Right hand Bat,Left arm Medium, ,Prasanth Parameswaran,p parameswaran,prasanth parameswaran
33961,P Prasanth,Left hand Bat,Slow Left arm Orthodox, ,Padmanabhan Prasanth,p prasanth,padmanabhan prasanth
5473,Lalit Yadav,Right hand Bat,Right arm Offbreak, ,Lalit Yadav,lalit yadav,lalit yadav
16,DJ Hooda,Right hand Bat,Right arm Offbreak, ,Deepak Jagbir Hooda,dj hooda,deepak jagbir hooda
1990,IS Sodhi,Right hand Bat,Legbreak, ,Inderbir Singh Sodhi,is sodhi,inderbir singh sodhi
494,BB Sran,Left hand Bat,Left arm Medium, ,Barinder Balbirsingh Sran,bb sran,barinder balbirsingh sran
34382,DJ Harris,Right hand Bat,Right arm Medium, ,Daniel Joseph Harris,dj harris,daniel joseph harris
3518,Y Prithvi Raj,Left hand Bat,Left arm Medium, ,Prithvi Raj Yarra,y prithvi raj,prithvi raj yarra
1964,JP Duminy,Left hand Bat,Right arm Offbreak, ,Jean-Paul Duminy,jp duminy,jean-paul duminy
15866,NJ Rimmington,Right hand Bat,Right arm Fast medium, ,Nathan John Rimmington,nj rimmington,nathan john rimmington
21,A Nehra,Right hand Bat,Left arm Medium fast, ,Ashish Nehra,a nehra,ashish nehra
15829,AUK Pathan,Right hand Bat,Right arm Medium, ,Asad Ullah Khan Pathan,auk pathan,asad ullah khan pathan
5562,Jalaj S Saxena,Right hand Bat,"Right arm Offbreak, Legbreak Googly", ,Jalaj Sahai Saxena,jalaj s saxena,jalaj sahai saxena
183,CR Brathwaite,Right hand Bat,Right arm Fast medium, ,Carlos Ricardo Brathwaite,cr brathwaite,carlos ricardo brathwaite
4406,AT Carey,Left hand Bat, ,Wicketkeeper,Alex Tyson Carey,at carey,alex tyson carey
11967,DS Lehmann,Left hand Bat,Slow Left arm Orthodox, ,Darren Scott Lehmann,ds lehmann,darren scott lehmann
7134,SS Prabhudessai,Right hand Bat,Right arm Medium, ,Suyash S Prabhudessai,ss prabhudessai,suyash s prabhudessai
25,RG Sharma,Right hand Bat,Right arm Offbreak, ,Rohit Gurunath Sharma,rg sharma,rohit gurunath sharma
181,RR Pant,Left hand Bat, ,Wicketkeeper,Rishabh Rajendra Pant,rr pant,rishabh rajendra pant
3495,Harpreet Brar,Left hand Bat,Slow Left arm Orthodox, ,Harpreet Brar,harpreet brar,harpreet brar
3230,R Parag,Right hand Bat,Legbreak, ,Riyan Parag,r parag,riyan parag
10939,N Thushara,Right hand Bat,Right arm Medium fast,,Nuwan Thushara,n thushara,nuwan thushara
11068,LB Williams,Left hand Bat,Right arm Medium fast,,Lizaad Buyron Williams,lb williams,lizaad buyron williams
11376,Gulbadin Naib,Right hand Bat,Right arm Medium fast,,Gulbadin Naib,gulbadin naib,gulbadin naib
10690,Tanush Kotian,Right hand Bat,Right arm Offbreak,,Tanush Kotian,tanush kotian,tanush kotian
10078,SD Hope,Right hand Bat,,Wicketkeeper,Shai Diego Hope,sd hope,shai diego hope
10160,L Wood,Left hand Bat,Left arm Fast medium,,Luke Wood,l wood,luke wood
10168,G Coetzee,Right hand Bat,Right arm Fast,,Gerald Coetzee,g coetzee,gerald coetzee
10604,KA Maharaj,Right hand Bat,Slow Left arm Orthodox,,Keshav Athmanand Maharaj,ka maharaj,keshav athmanand maharaj
10667,J Fraser-McGurk,Right hand Bat,Legbreak Googly,,Jake Fraser-McGurk,j fraser-mcgurk,jake fraser-mcgurk
10710,S Joseph,Left hand Bat,Right arm Fast,,Shamar Joseph,s joseph,shamar joseph
11416,V Viyaskanth,Right hand Bat,Legbreak,,Vijayakanth Viyaskanth,v viyaskanth,vijayakanth viyaskanth
11799,V Puthur,Right hand Bat,Left arm Wrist spin,,Vignesh Puthur,v puthur,vignesh puthur
8805,Arjun Tendulkar,Left hand Bat,Left arm Medium fast, ,Arjun Sachin Tendulkar,arjun tendulkar,arjun sachin tendulkar
36966,P Suyal,Right hand Bat,Left arm Medium, ,Pawan Shakland Suyal,p suyal,pawan shakland suyal
15108,MB Parmar,Right hand Bat,Right arm Offbreak, ,Mohnish Bipinbhai Parmar,mb parmar,mohnish bipinbhai parmar
35364,AP Majumdar,Right hand Bat,Legbreak Googly, ,Anustup Prabir Majumdar,ap majumdar,anustup prabir majumdar
33919,Anand Rajan,Right hand Bat,Right arm Medium, ,Anand Rajan,anand rajan,anand rajan
2824,GC Viljoen,Right hand Bat,Right arm Fast, ,GC Viljoen,gc viljoen,gc viljoen
8773,Atharva Taide,Left hand Bat,Slow Left arm Orthodox, ,Atharva Taide,atharva taide,atharva taide
12065,Shoaib Malik,Right hand Bat,Right arm Offbreak, ,Shoaib Malik,shoaib malik,shoaib malik
12070,Mohammad Asif,Left hand Bat,Right arm Fast medium, ,Mohammad Asif,mohammad asif,mohammad asif
23,PA Patel,Left hand Bat,Right arm Offbreak,Wicketkeeper,Parthiv Ajay Patel,pa patel,parthiv ajay patel
38229,Shivam Sharma,Right hand Bat,Right arm Offbreak, ,Shivam Sharma,shivam sharma,shivam sharma
12669,LA Pomersbach,Left hand Bat,Right arm Offbreak, ,Luke Anthony Pomersbach,la pomersbach,luke anthony pomersbach
39089,RG More,Right hand Bat,Right arm Medium, ,Ronit Gajanan More,rg more,ronit gajanan more
7652,Simarjeet Singh,Right hand Bat,Right arm Medium fast, ,Simarjeet Singh,simarjeet singh,simarjeet singh
2227,MM Ali,Left hand Bat,Right arm Offbreak, ,Moeen Munir Ali,mm ali,moeen munir ali
12364,DB Ravi Teja,Right hand Bat,Legbreak Googly, ,Dwaraka Bhamidipati Ravi Teja,db ravi teja,dwaraka bhamidipati ravi teja
491,Mohammad Nabi,Right hand Bat,Right arm Offbreak, ,Mohammad Nabi,mohammad nabi,mohammad nabi
569,JP Faulkner,Right hand Bat,Left arm Fast medium, ,James Peter Faulkner,jp faulkner,james peter faulkner
241,VR Aaron,Right hand Bat,Right arm Fast, ,Varun Raymond Aaron,vr aaron,varun raymond aaron
15368,B Sumanth,Right hand Bat,Right arm Medium fast, ,Bodapati Apparao Sumanth,b sumanth,bodapati apparao sumanth
8005,PH Solanki,Right hand Bat,Legbreak, ,Prashant Hitesh Solanki,ph solanki,prashant hitesh solanki
5686,KW Richardson,Right hand Bat,Right arm Fast medium, ,Kane William Richardson,kw richardson,kane william richardson
35,MA Agarwal,Right hand Bat,Right arm Offbreak, ,Mayank Anurag Agarwal,ma agarwal,mayank anurag agarwal
9,TS Mills,Right hand Bat,Left arm Fast, ,Tymal Solomon Mills,ts mills,tymal solomon mills
9508,JE Root,Right hand Bat,"Right arm Offbreak, Legbreak", ,Joseph Edward Root,je root,joseph edward root
15846,DJ Jacobs,Right hand Bat,Right arm Medium,Wicketkeeper,David Johan Jacobs,dj jacobs,david johan jacobs
36069,BMAJ Mendis,Left hand Bat,Legbreak, ,Balapuwaduge Manukulasuriya Amith Jeevan Mendis,bmaj mendis,balapuwaduge manukulasuriya amith jeevan mendis
41723,PWA Mulder,Right hand Bat,Right arm Medium,,Wiaan Mulder,pwa mulder,wiaan mulder
41726,Zeeshan Ansari,Right hand Bat,Legbreak Googly,,Zeeshan Ansari,zeeshan ansari,zeeshan ansari
41851,PHKD Mendis,Left hand Bat,"Right arm Offbreak, Slow Left arm Orthodox",,Kamindu Mendis,phkd mendis,kamindu mendis
42206,SK Rasheed,Right hand Bat,Legbreak,,Shaik Rasheed,sk rasheed,shaik rasheed
42220,JP Inglis,Right hand Bat,,Wicketkeeper,Joshua Patrick Inglis,jp inglis,joshua patrick inglis
43300,Karim Janat,Right hand Bat,Right arm Medium,,Karim Janat,karim janat,karim janat
43451,KS Rathore,Left hand Bat,,Wicketkeeper,Kunal Singh Rathore,ks rathore,kunal singh rathore
43574,M Tiwari,Right hand Bat,Right arm Medium fast,,Madhav Tiwari,m tiwari,madhav tiwari
43582,MJ Owen,Right hand Bat,,Right arm Medium,Mitchell J Owen,mj owen,mitchell j owen
43638,W O'Rourke,Right hand Bat,Right arm Fast,Right arm Fast,William Peter O'Rourke,w o'rourke,william peter o'rourke
43820,MP Breetzke,Right hand Bat,,Wicketkeeper,Matthew Paul Breetzke,mp breetzke,matthew paul breetzke
43849,Musheer Khan,Right hand Bat,Slow Left arm Orthodox,,Musheer Khan,musheer khan,musheer khan
43881,BKG Mendis,Right hand Bat,Legbreak,,Kusal Mendis,bkg mendis,kusal mendis
2700,SO Hetmyer,Left hand Bat, , ,Shimron Odilon Hetmyer,so hetmyer,shimron odilon hetmyer
42116,Himmat Singh,Right hand Bat,Right arm Offbreak,,Himmat Singh,himmat singh,himmat singh
360,SN Thakur,Right hand Bat,Right arm Medium, ,Shardul Narendra Thakur,sn thakur,shardul narendra thakur
41785,Ashwani Kumar,Left hand Bat,Left arm Medium,,Ashwani Kumar,ashwani kumar,ashwani kumar
11389,D Ferreira,Right hand Bat,Right arm Offbreak,Wicketkeeper,Donovan Ferreira,d ferreira,donovan ferreira
11843,V Nigam,Right hand Bat,Legbreak,,Vipraj Nigam,v nigam,vipraj nigam
8809,Noor Ahmad,Right hand Bat,Left arm Wrist spin, ,Noor Ahmad Lakanwal,noor ahmad,noor ahmad lakanwal
11805,R Minz,Left hand Bat,,Slow Left arm Orthodox,Robin Minz,r minz,robin minz
11801,RD Rickelton,Left hand Bat,,Wicketkeeper,Ryan Rickelton,rd rickelton,ryan rickelton
41758,J Overton,Right hand Bat,Right arm Fast,,Jamie Overton,j overton,jamie overton
10163,Naman Dhir,Right hand Bat,Right arm Offbreak,,Naman Dhir,naman dhir,naman dhir
11847,Priyansh Arya,Left hand Bat,Right arm Offbreak,,Priyansh Arya,priyansh arya,priyansh arya
10382,SB Dubey,Left hand Bat,Right arm Offbreak,,Shubham Badriprasad Dubey,sb dubey,shubham badriprasad dubey
10630,WG Jacks,Right hand Bat,Right arm Offbreak,,William George Jacks,wg jacks,william george jacks
42226,XC Bartlett,Right hand Bat,Right arm Fast medium,,Xavier Colin Bartlett,xc bartlett,xavier colin bartlett
6694,R Powell,Right hand Bat,Right arm Medium fast, ,Rovman Powell,r powell,rovman powell
61,SA Yadav,Right hand Bat,"Right arm Medium, Right arm Offbreak", ,Suryakumar Ashok Yadav,sa yadav,suryakumar ashok yadav
11854,Suryansh Shedge,Right hand Bat,Right arm Medium fast,,Suryansh Shedge,suryansh shedge,suryansh shedge
43253,C Bosch,Right hand Bat,Right arm Fast medium,,Corbin Bosch,c bosch,corbin bosch
43282,JG Bethell,Left hand Bat,Slow Left arm Orthodox,,Jacob Graham Bethell,jg bethell,jacob graham bethell
42133,E Malinga,Left hand Bat,Right arm Fast medium,,Kiribathgala Kankanamalage Eshan Malinga Dharmasena,e malinga,kiribathgala kankanamalage eshan malinga dharmasena
2662,KK Ahmed,Right hand Bat,Left arm Medium, ,Khaleel Khursheed Ahmed,kk ahmed,khaleel khursheed ahmed
5349,RM Patidar,Right hand Bat,Right arm Offbreak, ,Rajat Manohar Patidar,rm patidar,rajat manohar patidar
6310,TL Seifert,Right hand Bat, ,Wicketkeeper,Tim Louis Seifert,tl seifert,tim louis seifert
43548,Urvil Patel,Right hand Bat,,Wicketkeeper,Urvil Mukesh Patel,urvil patel,urvil mukesh patel
43954,Sediqullah Atal,Left hand Bat,,,Sediqullah Atal,sediqullah atal,sediqullah atal
34356,DAJ Bracewell,Right hand Bat,Right arm Fast medium, ,Douglas Andrew John Bracewell,daj bracewell,douglas andrew john bracewell
1970,AD Hales,Right hand Bat,Right arm Medium,Occasional Wicketkeeper,Alexander Daniel Hales,ad hales,alexander daniel hales
161,DT Christian,Right hand Bat,Right arm Fast medium, ,Daniel Trevor Christian,dt christian,daniel trevor christian
12414,YV Takawale,Right hand Bat, ,Wicketkeeper,Yogesh Vijay Takawale,yv takawale,yogesh vijay takawale
62,CR Woakes,Right hand Bat,Right arm Fast medium, ,Christopher Roger Woakes,cr woakes,christopher roger woakes
13231,KP Pietersen,Right hand Bat,Right arm Offbreak, ,Kevin Peter Pietersen,kp pietersen,kevin peter pietersen
11948,Joginder Sharma,Right hand Bat,Right arm Fast medium, ,Joginder Sharma,joginder sharma,joginder sharma
13220,T Henderson,Right hand Bat,Right arm Fast medium, ,Tyron Henderson,t henderson,tyron henderson
15837,UBT Chand,Right hand Bat,Right arm Offbreak, ,Unmukt Bharat Thakur Chand,ubt chand,unmukt bharat thakur chand
12008,Y Venugopal Rao,Right hand Bat,Right arm Offbreak, ,Yalaka Venugopal Rao,y venugopal rao,yalaka venugopal rao
471,NM Coulter-Nile,Right hand Bat,Right arm Fast, ,Nathan Mitchell Coulter-Nile,nm coulter-nile,nathan mitchell coulter-nile
34706,T Mishra,Right hand Bat,Right arm Fast medium, ,Tanmay Mishra,t mishra,tanmay mishra
14481,AG Murtaza,Left hand Bat,Slow Left arm Orthodox, ,Ali Ghulam Murtaza,ag murtaza,ali ghulam murtaza
3718,S Sandeep Warrier,Right hand Bat,Right arm Medium, ,Sankarankutty Sandeep Warrier,s sandeep warrier,sankarankutty sandeep warrier
8626,WD Parnell,Left hand Bat,Left arm Medium fast, ,Wayne Dillon Parnell,wd parnell,wayne dillon parnell
546,Gurkeerat Singh,Right hand Bat,Right arm Offbreak, ,Gurkeerat Rupinder Singh,gurkeerat singh,gurkeerat rupinder singh
14961,KB Arun Karthik,Right hand Bat,Legbreak Googly,Occasional Wicketkeeper,Konda Bhaskir Arun Karthik,kb arun karthik,konda bhaskir arun karthik
12046,Pankaj Singh,Right hand Bat,Right arm Medium fast, ,Pankaj Singh,pankaj singh,pankaj singh
245,AB de Villiers,Right hand Bat,Right arm Medium,Wicketkeeper,Abraham Benjamin de Villiers,ab de villiers,abraham benjamin de villiers
4771,CJ Green,Right hand Bat,Right arm Offbreak, ,Christopher James Green,cj green,christopher james green
48,AJ Finch,Right hand Bat,Slow Left arm Orthodox, ,Aaron James Finch,aj finch,aaron james finch
9069,D Wiese,Right hand Bat,Right arm Medium fast, ,David Wiese,d wiese,david wiese
4023,JL Pattinson,Left hand Bat,Right arm Fast medium, ,James Lee Pattinson,jl pattinson,james lee pattinson
11935,MV Boucher,Right hand Bat,Right arm Medium,Wicketkeeper,Mark Verdon Boucher,mv boucher,mark verdon boucher
34171,RW Price,Right hand Bat,Slow Left arm Orthodox, ,Raymond William Price,rw price,raymond william price
13026,A Mukund,Left hand Bat,Legbreak Googly, ,Abhinav Mukund,a mukund,abhinav mukund
6717,OF Smith,Right hand Bat,Right arm Fast medium, ,Odean Fabian Smith,of smith,odean fabian smith
767,Anureet Singh,Right hand Bat,Right arm Medium, ,Kathuria Anureet Singh,anureet singh,kathuria anureet singh
35146,BB Samantray,Right hand Bat,Right arm Medium, ,Biplab Bipin Samantray,bb samantray,biplab bipin samantray
39661,GS Sandhu,Left hand Bat,Right arm Fast medium, ,Gurinder Singh Sandhu,gs sandhu,gurinder singh sandhu
1452,B Laughlin,Right hand Bat,Right arm Fast medium, ,Ben Laughlin,b laughlin,ben laughlin
14520,RS Gavaskar,Left hand Bat,Slow Left arm Orthodox, ,Rohan Sunil Gavaskar,rs gavaskar,rohan sunil gavaskar
10152,Azmatullah Omarzai,Right hand Bat,Right arm Medium fast,,Azmatullah Omarzai,azmatullah omarzai,azmatullah omarzai
11640,Shivam Singh,Right hand Bat,Right arm Offbreak,,Shivam Singh,shivam singh,shivam singh
10548,BR Sharath,Right hand Bat,,Wicketkeeper,Belur Ravi Sharath,br sharath,belur ravi sharath
11562,T Kohler-Cadmore,Right hand Bat,Right arm Offbreak,Wicketkeeper,Tom Kohler-Cadmore,t kohler-cadmore,tom kohler-cadmore
11810,PVSN Raju,Left hand Bat,Right arm Medium fast,,Penumatsa Venkata Satyanarayana Raju,pvsn raju,penumatsa venkata satyanarayana raju
42511,MS Bhandage,Left hand Bat,Right arm Medium fast,,Manoj Shivaramsa Bhandage,ms bhandage,manoj shivaramsa bhandage
38,MS Dhoni,Right hand Bat,Right arm Medium,Wicketkeeper,Mahendra Singh Dhoni,ms dhoni,mahendra singh dhoni
38515,K Santokie,Left hand Bat,Left arm Medium, ,Krishmar Santokie,k santokie,krishmar santokie
15049,C Ganapathy,Right hand Bat,Right arm Medium, ,Chandrasekar Ganapathy,c ganapathy,chandrasekar ganapathy
6715,RA Bawa,Left hand Bat,Right arm Medium fast, ,Raj Angad Bawa,ra bawa,raj angad bawa
318,UT Yadav,Right hand Bat,Right arm Fast, ,Umeshkumar Tilak Yadav,ut yadav,umeshkumar tilak yadav
16414,KMDN Kulasekara,Right hand Bat,Right arm Fast medium, ,Kulasekara Mudiyanselage Dinesh Nuwan Kulasekara,kmdn kulasekara,kulasekara mudiyanselage dinesh nuwan kulasekara
37,BA Stokes,Left hand Bat,Right arm Fast medium, ,Benjamin Andrew Stokes,ba stokes,benjamin andrew stokes
1986,MK Lomror,Left hand Bat,Slow Left arm Orthodox, ,Mahipal Krishan Lomror,mk lomror,mahipal krishan lomror
6212,T Shamsi,Right hand Bat,Left arm Wrist spin, ,Tabraiz Shamsi,t shamsi,tabraiz shamsi
34817,Azhar Mahmood,Right hand Bat,Right arm Fast medium, ,Azhar Mahmood Sagar,azhar mahmood,azhar mahmood sagar
11987,DJ Thornely,Right hand Bat,"Right arm Medium, Right arm Offbreak", ,Dominic John Thornely,dj thornely,dominic john thornely
11928,M Kartik,Left hand Bat,Slow Left arm Orthodox, ,Murali Kartik,m kartik,murali kartik
297,Mustafizur Rahman,Left hand Bat,Left arm Fast medium, ,Mustafizur Rahman,mustafizur rahman,mustafizur rahman
8400,RJW Topley,Right hand Bat,Left arm Fast medium, ,Reece James William Topley,rjw topley,reece james william topley
13458,KP Appanna,Right hand Bat,Slow Left arm Orthodox, ,Kotarangada Prabhu Appanna,kp appanna,kotarangada prabhu appanna
6245,NT Ellis,Right hand Bat,Right arm Fast medium, ,Nathan Ellis,nt ellis,nathan ellis
1416,R Ashwin,Right hand Bat,Right arm Offbreak, ,Ravichandran Ashwin,r ashwin,ravichandran ashwin
1443,DJM Short,Left hand Bat,Left arm Wrist spin, ,D'Arcy John Matthew Short,djm short,d'arcy john matthew short
811,IK Pathan,Left hand Bat,Left arm Medium fast, ,Irfan Khan Pathan,ik pathan,irfan khan pathan
634,AD Nath,Right hand Bat,Right arm Medium fast, ,Akshdeep Deependra Nath,ad nath,akshdeep deependra nath
14485,AA Jhunjhunwala,Right hand Bat,Right arm Offbreak, ,Abhishek Arunkumar Jhunjhunwala,aa jhunjhunwala,abhishek arunkumar jhunjhunwala
12221,TM Srivastava,Left hand Bat,Right arm Medium, ,Tanmay Manoj Srivastava,tm srivastava,tanmay manoj srivastava
77,T Natarajan,Left hand Bat,Left arm Medium, ,Thangarasu Natarajan,t natarajan,thangarasu natarajan
5354,KA Jamieson,Right hand Bat,Right arm Fast medium, ,Kyle Alex Jamieson,ka jamieson,kyle alex jamieson
10302,MP Yadav,Right hand Bat,Right arm Fast,,Mayank Yadav,mp yadav,mayank yadav
42603,A Mhatre,Right hand Bat,Right arm Offbreak,,Ayush Mhatre,a mhatre,ayush mhatre
10456,Ashutosh Sharma,Right hand Bat,,,Ashutosh Sharma,ashutosh sharma,ashutosh sharma
7947,T Stubbs,Right hand Bat,Right arm Offbreak,Wicketkeeper,Tristan Stubbs,t stubbs,tristan stubbs
10528,Kumar Kushagra,Right hand Bat,,Wicketkeeper,Kumar Kushagra,kumar kushagra,kumar kushagra
180,SV Samson,Right hand Bat, ,Wicketkeeper,Sanju Viswanath Samson,sv samson,sanju viswanath samson
10303,M Siddharth,Right hand Bat,Slow Left arm Orthodox,,Manimaran Siddharth,m siddharth,manimaran siddharth
2703,Navdeep Saini,Right hand Bat,Right arm Fast,,Navdeep Saini,navdeep saini,navdeep saini
4146,TU Deshpande,Left hand Bat,Right arm Medium, ,Tushar Uday Deshpande,tu deshpande,tushar uday deshpande
11833,DS Rathi,Right hand Bat,Legbreak,,Digvesh Singh Rathi,ds rathi,digvesh singh rathi
3388,Arshdeep Singh,Left hand Bat,Left arm Medium fast, ,Arshdeep Singh,arshdeep singh,arshdeep singh
6036,Akash Singh,Right hand Bat,Left arm Medium fast, ,Akash Maharaj Singh,akash singh,akash maharaj singh
35030,R Shukla,Right hand Bat,Right arm Medium, ,Rahul Shukla,r shukla,rahul shukla
12160,A Kumble,Right hand Bat,Legbreak Googly, ,Anil Kumble,a kumble,anil kumble
12035,S Sohal,Right hand Bat,Legbreak, ,Sunny Sohal,s sohal,sunny sohal
16007,JJ van der Wath,Right hand Bat,Right arm Medium fast, ,Johannes Jacobus van der Wath,jj van der wath,johannes jacobus van der wath
13882,GJ Bailey,Right hand Bat,Right arm Medium, ,George John Bailey,gj bailey,george john bailey
2719,JM Bairstow,Right hand Bat,Right arm Medium,Wicketkeeper,Jonathan Marc Bairstow,jm bairstow,jonathan marc bairstow
258,CJ Anderson,Left hand Bat,Left arm Medium fast, ,Corey James Anderson,cj anderson,corey james anderson
35239,BW Hilfenhaus,Right hand Bat,Right arm Fast medium, ,Benjamin William Hilfenhaus,bw hilfenhaus,benjamin william hilfenhaus
5955,DJ Malan,Left hand Bat,Legbreak, ,Dawid Johannes Malan,dj malan,dawid johannes malan
12107,GC Smith,Left hand Bat,Right arm Offbreak, ,Graeme Craig Smith,gc smith,graeme craig smith
16529,M Klinger,Right hand Bat, , ,Michael Klinger,m klinger,michael klinger
12193,DNT Zoysa,Left hand Bat,Left arm Fast medium, ,Demuni Nuwan Tharanga Zoysa,dnt zoysa,demuni nuwan tharanga zoysa
35322,PA Reddy,Right hand Bat,Legbreak, ,Produturi Akshath Reddy,pa reddy,produturi akshath reddy
13271,FH Edwards,Right hand Bat,Right arm Fast, ,Fidel Henderson Edwards,fh edwards,fidel henderson edwards
14353,Mohammad Ashraful,Right hand Bat,"Right arm Offbreak, Legbreak", ,Mohammad Ashraful,mohammad ashraful,mohammad ashraful
12315,Salman Butt,Left hand Bat,Right arm Offbreak, ,Salman Butt,salman butt,salman butt
9044,Abdul Basith,Right hand Bat,Right arm Offbreak, ,Pappanayil Abdul Basith,abdul basith,pappanayil abdul basith
4274,JDS Neesham,Left hand Bat,Right arm Medium fast, ,James Douglas Sheahan Neesham,jds neesham,james douglas sheahan neesham
11942,ML Hayden,Left hand Bat,Right arm Medium, ,Matthew Lawrence Hayden,ml hayden,matthew lawrence hayden
637,SS Agarwal,Right hand Bat,Legbreak Googly, ,Shubham Sanjay Agarwal,ss agarwal,shubham sanjay agarwal
34931,A Chandila,Right hand Bat,Right arm Offbreak, ,Ajit  Chandila,a chandila,ajit chandila
697,DM Bravo,Left hand Bat,Right arm Medium,Occasional Wicketkeeper,Darren Michael Bravo,dm bravo,darren michael bravo
7077,HE van der Dussen,Right hand Bat,Legbreak, ,Hendrik Erasmus van der Dussen,he van der dussen,hendrik erasmus van der dussen
2934,P Ray Barman,Right hand Bat,Legbreak Googly, ,Prayas Ray Barman,p ray barman,prayas ray barman
14729,AC Voges,Right hand Bat,Slow Left arm Orthodox, ,Adam Charles Voges,ac voges,adam charles voges
12523,L Balaji,Right hand Bat,Right arm Medium fast, ,Lakshmipathy Balaji,l balaji,lakshmipathy balaji
5980,PWH de Silva,Right hand Bat,Legbreak, ,Pinnaduwage Wanindu Hasaranga de Silva,pwh de silva,pinnaduwage wanindu hasaranga de silva
11990,AM Nayar,Left hand Bat,Right arm Medium, ,Abhishek Mohan Nayar,am nayar,abhishek mohan nayar
14505,MS Bisla,Right hand Bat, ,Wicketkeeper,Manvinder Sultansingh Bisla,ms bisla,manvinder sultansingh bisla
12009,VVS Laxman,Right hand Bat,Right arm Offbreak, ,Vangipurappu Venkata Sai Laxman,vvs laxman,vangipurappu venkata sai laxman
6795,D Pretorius,Right hand Bat,Right arm Medium fast, ,Dwaine Pretorius,d pretorius,dwaine pretorius
38322,VH Zol,Left hand Bat,Right arm Offbreak, ,Vijay Hari Zol,vh zol,vijay hari zol
12093,VS Yeligati,Right hand Bat,Right arm Offbreak, ,Vikrant Shyam Yeligati,vs yeligati,vikrant shyam yeligati
5408,JA Richardson,Right hand Bat,Right arm Fast, ,Jhye Avon Richardson,ja richardson,jhye avon richardson
15507,AG Paunikar,Right hand Bat, ,Wicketkeeper,Amit Gajanan Paunikar,ag paunikar,amit gajanan paunikar
11985,L Ronchi,Right hand Bat, ,Wicketkeeper,Luke Ronchi,l ronchi,luke ronchi
13402,RR Bose,Right hand Bat,Right arm Fast medium, ,Ranadeb Ranjit Bose,rr bose,ranadeb ranjit bose
36213,R Rampaul,Left hand Bat,Right arm Fast medium, ,Ravindranath Rampaul,r rampaul,ravindranath rampaul
12535,A Chopra,Right hand Bat,"Right arm Medium, Right arm Offbreak", ,Aakash Chopra,a chopra,aakash chopra
11930,R Dravid,Right hand Bat,Right arm Offbreak,Occasional Wicketkeeper,Rahul Sharad Dravid,r dravid,rahul sharad dravid
13973,C Nanda,Right hand Bat,Legbreak, ,Chetanya Nanda,c nanda,chetanya nanda
7365,HR Shokeen,Right hand Bat,Right arm Offbreak, ,Hrithik Rakesh Shokeen,hr shokeen,hrithik rakesh shokeen
7172,Yash Dayal,Right hand Bat,Left arm Medium fast, ,Yash Dayal,yash dayal,yash dayal
38691,Karanveer Singh,Right hand Bat,Legbreak Googly, ,Karanveer Singh,karanveer singh,karanveer singh
15472,C Madan,Right hand Bat, ,Wicketkeeper,Chandan Madan,c madan,chandan madan
16382,JE Taylor,Right hand Bat,Right arm Fast, ,Jerome Everton Taylor,je taylor,jerome everton taylor
11931,W Jaffer,Right hand Bat,Right arm Offbreak, ,Wasim Jaffer,w jaffer,wasim jaffer
14,MC Henriques,Right hand Bat,Right arm Fast medium, ,Moises Constantino Henriques,mc henriques,moises constantino henriques
11936,B Akhil,Right hand Bat,Right arm Medium fast, ,Balachandra Akhil,b akhil,balachandra akhil
11975,V Sehwag,Right hand Bat,Right arm Offbreak, ,Virender Sehwag,v sehwag,virender sehwag
